name,types,levitate,weight,hp,attack,defense,special_attack,special_defense,speed,weakness_bug,weakness_dark,weakness_dragon,weakness_electric,weakness_fairy,weakness_fighting,weakness_fire,weakness_flying,weakness_ghost,weakness_grass,weakness_ground,weakness_ice,weakness_normal,weakness_poison,weakness_psychic,weakness_rock,weakness_steel,weakness_water
Spiritomb,ghost;dark,0,108,50,92,108,92,108,35,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1
Spoink,psychic;none,0,30.6,60,25,35,70,80,60,2,2,1,1,1,0.5,0.5,1,2,1,1,0.5,1,1,0.5,1,1,1
Sprigatito,grass,0,4.1,40,61,54,45,45,65,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Spritzee,fairy;none,0,0.5,78,52,60,63,65,23,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
Squawkabilly,normal;flying,0,2.4,82,96,51,45,51,92,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Squirtle,water;none,0,9,44,48,65,50,64,43,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Stakataka,rock;steel,0,820,61,131,211,53,101,13,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
Stantler,normal;none,0,71.2,73,95,62,85,65,85,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Staraptor,normal;flying,0,24.9,85,120,70,50,60,100,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Staravia,normal;flying,0,15.5,55,75,50,40,40,80,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Starly,normal;flying,0,2,40,55,30,30,30,60,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Starmie,water;psychic,0,80,60,75,85,100,85,115,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5
Staryu,water;none,0,34.5,30,45,55,70,55,85,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Steelix,steel;ground,0,400,75,85,200,55,65,30,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2
Steenee,grass;none,0,8.2,52,40,48,40,48,62,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Stonjourner,rock;none,0,520,100,125,135,20,20,70,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
Stoutland,normal;none,0,61,85,110,90,45,90,80,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Stufful,normal;fighting,0,6.8,70,75,50,45,50,50,0.5,0.5,1,1,2,2,2,2,0,1,1,1,1,1,2,0.5,1,1
Stunfisk,ground;electric,0,11,109,66,84,81,99,32,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2
Stunky,poison;dark,0,19.2,63,63,47,41,41,74,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1
Sudowoodo,rock;none,0,38,70,100,115,30,65,30,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
Suicune,water;none,0,187,100,75,115,90,115,85,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Sunflora,grass;none,0,8.5,75,75,55,105,85,30,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Sunkern,grass;none,0,1.8,30,30,30,30,30,30,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Surskit,bug;water,0,1.7,40,30,32,50,52,65,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
Swablu,normal;flying,0,1.2,45,40,60,40,75,50,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Swadloon,bug;grass,0,7.3,55,63,90,50,80,42,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
Swalot,poison;none,0,80,100,73,83,73,83,55,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
Swampert,water;ground,0,81.9,100,110,90,85,90,60,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
Swanna,water;flying,0,24.2,75,87,63,87,63,98,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
Swellow,normal;flying,0,19.8,60,85,60,75,50,125,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Swinub,ice;ground,0,6.5,50,50,40,30,30,50,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2
Swirlix,fairy;none,0,3.5,62,48,66,59,57,49,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
Swoobat,psychic;flying,0,10.5,67,57,55,77,55,114,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
Sylveon,fairy;none,0,23.5,95,65,65,110,130,60,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
Tadbulb,electric,0,0.4,61,31,41,59,35,45,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Taillow,normal;flying,0,2.3,40,55,30,30,30,85,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Talonflame,fire;flying,0,24.5,78,81,71,74,69,126,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
Tandemaus,normal,0,1.8,50,50,45,40,45,75,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Tangela,grass;none,0,35,65,55,115,100,40,60,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Tangrowth,grass;none,0,128.6,100,100,125,110,50,50,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Tapu Bulu,grass;fairy,0,45.5,70,130,115,85,95,75,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
Tapu Fini,water;fairy,0,21.2,70,75,115,95,130,85,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5
Tapu Koko,electric;fairy,0,20.5,70,115,85,95,75,130,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1
Tapu Lele,psychic;fairy,0,18.6,70,85,75,130,115,95,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
Tarountula,bug,0,4,35,41,45,29,40,20,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
Tatsugiri,dragon;water,0,8,68,50,60,120,95,82,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25
Tauros,normal;none,0,88.4,75,100,95,40,70,110,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Teddiursa,normal;none,0,8.8,60,80,50,50,50,40,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Tentacool,water;poison,0,45.5,40,40,35,50,100,70,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
Tentacruel,water;poison,0,55,80,70,65,80,120,100,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
Tepig,fire;none,0,9.9,65,63,45,45,45,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Terrakion,rock;fighting,0,260,91,129,90,72,90,108,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2
Thievul,dark;none,0,19.9,70,58,58,87,92,90,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
Throh,fighting;none,0,55.5,120,100,85,30,85,45,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
Thudurus Incarnate Forme,electric;flying,0,61,79,115,70,125,80,111,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1
Thundurus Therian Forme,electric;flying,0,61,79,105,70,145,80,101,0.5,1,1,0,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1
Thwackey,grass;none,0,14,70,85,70,55,60,80,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Timburr,fighting;none,0,12.5,75,80,55,25,35,35,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
Ting-Lu,dark;ground,0,699.7,155,110,125,55,80,45,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2
Tinkatink,fairy;steel,0,8.9,50,45,45,35,64,58,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1
Tinkaton,steel;fairy,0,112.8,85,75,77,70,105,94,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1
Tinkatuff,steel;fairy,0,59.1,65,55,55,45,82,78,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1
Tirtouga,water;rock,0,16.5,54,78,103,53,45,22,1,1,1,1.5,1,1.5,0.25,0.5,1,3,1.5,0.5,0.5,0.5,1,1,1,1
Toedscool,grass;ground,0,33,40,40,35,50,100,70,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1
Toedscruel,grass;ground,0,58,80,70,65,80,120,100,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1
Togedemaru,electric;steel,0,3.3,65,98,63,40,73,96,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1
Togekiss,fairy;flying,0,38,85,50,95,120,115,80,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1
Togepi,fairy;none,0,1.5,35,20,65,40,65,20,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
Togetic,fairy;flying,0,3.2,55,40,85,80,105,40,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1
Torchic,fire;none,0,2.5,45,60,40,70,50,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Torkoal,fire;none,0,80.4,70,85,140,85,70,20,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Tornadus Incarnate Forme,flying;none,0,63,79,115,70,125,80,111,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1
Tornadus Therian Forme,flying;none,0,63,79,100,80,110,90,121,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1
Torracat,fire;none,0,25,65,85,50,80,50,90,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Torterra,grass;ground,0,310,95,109,105,75,85,56,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1
Totodile,water;none,0,9.5,50,65,64,44,48,43,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Toucannon,normal;flying,0,26,80,120,75,75,75,60,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Toxapex,poison;water,0,14.5,50,63,152,53,142,35,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
Toxel,electric;poison,0,11,40,38,35,54,35,40,0.5,1,1,0.5,0.5,0.5,1,0.5,1,0.5,4,1,1,0.5,2,1,0.5,1
Toxicroak,poison;fighting,0,44.4,83,106,65,86,65,85,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1
Toxtricity Amped Form,electric;poison,0,40,75,98,70,114,70,75,0.5,1,1,0.5,0.5,0.5,1,0.5,1,0.5,4,1,1,0.5,2,1,0.5,1
Toxtricity Low Key Form,electric;poison,0,40,75,98,70,114,70,75,0.5,1,1,0.5,0.5,0.5,1,0.5,1,0.5,4,1,1,0.5,2,1,0.5,1
Tranquill,normal;flying,0,15,62,77,62,50,42,65,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Trapinch,ground;none,0,15,45,100,45,45,45,10,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
Treecko,grass;none,0,5,40,45,35,65,55,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Trevenant,ghost;grass,0,71,85,110,76,65,82,56,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
Tropius,grass;flying,0,100,99,68,83,72,87,51,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5
Trubbish,poison;none,0,31,50,50,62,40,62,65,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
Trumbeak,normal;flying,0,14.8,55,85,50,40,50,75,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Tsareena,grass;none,0,21.4,72,120,98,50,98,72,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Turtonator,fire;dragon,0,212,60,78,135,91,85,36,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1
Turtwig,grass;none,0,10.2,55,68,64,45,55,31,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
Tympole,water;none,0,4.5,50,50,40,50,40,64,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Tynamo,electric;none,1,0.3,35,55,40,45,40,60,1,1,1,0.5,1,1,1,0.5,1,1,0,1,1,1,1,1,0.5,1
Type: Null,normal;none,0,120.5,95,95,95,95,95,59,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Typhlosion,fire;none,0,79.5,78,84,78,109,85,100,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Tyranitar,rock;dark,0,202,100,134,110,95,100,61,2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2
Tyrantrum,rock;dragon,0,270,82,121,119,69,59,71,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1
Tyrogue,fighting;none,0,21,35,35,35,35,35,35,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
Tyrunt,rock;dragon,0,26,58,89,77,45,45,48,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1
Ultra Necrozma,psychic;dragon,0,230,97,167,97,167,97,129,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5
Umbreon,dark;none,0,27,95,65,110,60,130,65,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
Unfezant,normal;flying,0,29,80,115,80,65,55,93,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
Unown,psychic;none,1,5,48,72,48,72,48,48,2,2,1,1,1,0.5,1,1,2,1,0,1,1,1,0.5,1,1,1
Ursaluna,normal;ground,0,290,130,140,105,45,80,50,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2
Ursaring,normal;none,0,125.8,90,130,75,75,75,55,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Urshifu Single Strike Style,fighting;dark,0,105,100,130,100,63,60,97,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1
Urushifu Rapid Strike Style,fighting;water,0,105,100,130,100,63,60,97,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5
Uxie,psychic;none,1,0.3,75,75,130,75,130,95,2,2,1,1,1,0.5,1,1,2,1,0,1,1,1,0.5,1,1,1
Vanillish,ice;none,0,41,51,65,65,80,75,59,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
Vanillite,ice;none,0,5.7,36,50,50,65,60,44,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
Vanilluxe,ice;none,0,57.5,71,95,85,110,95,79,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
Vaporeon,water;none,0,29,130,65,60,110,95,65,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0
Varoom,steel;poison,0,35,45,70,63,30,45,47,0.25,1,0.5,1,0.25,1,2,0.5,1,0.25,4,0.5,0.5,0,1,0.5,0.5,1
Veluza,water;psychic,0,90,90,102,73,78,65,70,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5
Venipede,bug;poison,0,5.3,30,45,59,30,39,57,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
Venomoth,bug;poison,0,12.5,70,65,60,90,75,90,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
Venonat,bug;poison,0,30,60,55,50,40,55,45,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
Venusaur,grass;poison,0,100,80,82,83,100,100,80,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
Vespiquen,bug;flying,0,38.5,70,80,102,80,102,40,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
Vibrava,ground;dragon,1,15.3,50,70,50,50,50,70,1,1,2,0,2,1,0.5,1,1,1,0,4,1,0.5,1,0.5,1,1
Victini,psychic;fire,0,4,100,100,100,100,100,100,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2
Victreebel,grass;poison,0,15.5,80,105,65,100,70,70,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
Vigoroth,normal;none,0,46.5,80,80,80,55,55,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Vikavolt,bug;electric,1,45,77,70,90,145,75,43,1,1,1,0.5,1,0.5,2,1,1,0.5,0,1,1,1,1,2,0.5,1
Vileplume,grass;poison,0,18.6,75,80,85,110,90,50,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
Virizion,grass;fighting,0,200,91,90,72,90,129,108,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5
Vivillon,bug;flying,0,17,80,52,50,90,50,89,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
Volbeat,bug;none,0,17.7,65,73,75,47,85,85,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
Volcanion,fire;water,0,195,80,110,120,130,90,70,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,0
Volcarona,bug;fire,0,46,85,60,65,135,105,100,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2
Voltorb,electric;none,0,10.4,40,30,50,55,55,100,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Vullaby,dark;flying,0,9,70,55,75,45,65,60,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
Vulpix,fire;none,0,9.9,38,41,40,50,65,65,0.5,1,1,1,0.5,1,0,1,1,0.5,2,0.5,1,1,1,2,0.5,2
Wailmer,water;none,0,130,130,70,35,70,35,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Wailord,water;none,0,398,170,90,45,90,45,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Walrein,ice;water,0,150.6,110,80,90,95,90,65,1,1,1,2,1,2,0.5,1,1,2,1,0.125,1,1,1,2,1,0.5
Wartortle,water;none,0,22.5,59,63,80,65,80,58,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Wash Rotom,electric;water,1,0.3,50,65,107,105,107,86,1,1,1,1,1,1,0.5,0.5,1,2,0,0.5,1,1,1,1,0.25,0.5
Watchog,normal;none,0,27,60,85,69,60,69,77,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Wattrel,flying;electric,0,3.6,40,40,35,55,40,70,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1
Weavile,dark;ice,0,34,70,120,65,45,85,125,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1
Weedle,bug;poison,0,3.2,40,35,30,20,20,50,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
Weepinbell,grass;poison,0,6.4,65,90,50,85,45,55,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
Weezing,poison;none,1,9.5,65,90,120,85,70,60,0.5,1,1,1,0.5,0.5,1,1,1,0.5,0,1,1,0.5,2,1,1,1
Whimsicott,grass;fairy,0,6.6,60,67,85,77,75,116,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
Whirlipede,bug;poison,0,58.5,40,55,99,40,79,47,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
Whiscash,water;ground,0,23.6,110,78,73,76,71,60,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
Whismur,normal;none,0,16.3,64,51,23,51,23,28,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
White Kyurem,dragon;ice,0,325,125,120,90,170,100,95,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5
Wigglytuff,normal;fairy,0,12,140,70,45,85,50,45,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1
Wiglett,water,0,1.8,10,55,25,35,25,95,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Wimpod,bug;water,0,12,25,35,40,20,30,80,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
Wingull,water;flying,0,9.5,40,30,30,55,30,85,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
Wishiwashi School Form,water;none,0,78.6,45,140,130,140,135,30,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
WishiwashiSolo Form,water;none,0,0.3,45,20,20,25,25,40,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Wo-Chien,dark;grass,0,74.2,85,85,100,95,135,70,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5
Wobbuffet,psychic;none,0,28.5,190,33,58,33,58,33,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
Woobat,psychic;flying,0,2.1,65,45,43,55,43,72,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
Wooloo,normal;none,0,6,42,40,55,40,45,48,1,1,1,1,1,2,2,1,0,1,1,1,1,1,1,1,1,1
Wooper,water;ground,0,8.5,55,45,45,25,25,15,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
Wormadam ,bug;ground,0,6.5,60,79,105,59,85,36,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2
Wugtrio,water,0,5.4,35,100,50,50,70,120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
Wurmple,bug;none,0,3.6,45,45,35,20,30,20,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
Wynaut,psychic;none,0,14,95,23,48,23,48,23,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
Wyrdeer,normal;psychic,0,95.1,103,105,72,105,75,65,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1
Xatu,psychic;flying,0,15,65,75,70,95,70,95,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
Xerneas,fairy;none,0,215,126,131,95,131,98,99,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
Xurkitree,electric;none,0,100,83,89,71,173,71,83,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Yamask,ghost;none,0,1.5,38,30,85,55,65,30,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
Yamper,electric;none,0,13.5,59,45,50,40,50,26,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Yanma,bug;flying,0,38,65,65,45,75,45,95,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
Yanmega,bug;flying,0,51.5,86,76,86,116,56,95,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
Yungoos,normal;none,0,6,48,70,30,30,30,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Yveltal,dark;flying,0,203,126,131,95,131,98,99,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
Zacian Crowned Sword,fairy;steel,0,355,92,170,115,80,115,148,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1
Zacian Hero of Many Battles,fairy;none,0,110,92,130,115,80,115,138,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
Zamazenta Hero of Many Battles,fighting;none,0,210,92,130,115,80,115,138,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
ZamazentaCrowned Shield,fighting;steel,0,785,92,130,145,80,145,128,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1
Zangoose,normal;none,0,40.3,73,115,60,60,60,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Zapdos,electric;flying,0,52.6,90,90,85,125,90,100,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1
Zarude,dark;grass,0,70,105,120,105,70,95,105,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5
Zebstrika,electric;none,0,79.5,75,100,63,80,63,116,1,1,1,0,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Zekrom,dragon;electric,0,345,100,150,120,120,100,90,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5
Zeraora,electric;none,0,44.5,88,112,75,102,80,143,1,1,1,0,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
Zigzagoon,normal;none,0,17.5,38,30,41,30,41,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
Zoroark,dark;none,0,81.1,60,105,60,120,60,105,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
Zorua,dark;none,0,12.5,40,65,40,80,40,65,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
